primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
Go for It,Nati con la camicia,0,1983,\N,107,Action Adventure Comedy
Jaane Bhi Do Yaaro,Jaane Bhi Do Yaaro,0,1983,\N,132,Comedy Crime Drama
The King of Comedy,The King of Comedy,0,1982,\N,109,Comedy Crime Drama
Koyaanisqatsi,Koyaanisqatsi,0,1982,\N,86,Documentary Music
Local Hero,Local Hero,0,1983,\N,111,Comedy Drama
Merry Christmas Mr. Lawrence,"Merry Christmas, Mr. Lawrence",0,1983,\N,123,Drama War
Monty Python's the Meaning of Life,The Meaning of Life,0,1983,\N,107,Comedy Musical
National Lampoon's Vacation,National Lampoon's Vacation,0,1983,\N,98,Adventure Comedy
Never Cry Wolf,Never Cry Wolf,0,1983,\N,105,Adventure Drama
Nostalghia,Nostalghia,0,1983,\N,125,Drama
Pauline at the Beach,Pauline à la plage,0,1983,\N,95,Comedy Drama Romance
Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,0,1983,\N,131,Action Adventure Fantasy
The Right Stuff,The Right Stuff,0,1983,\N,193,Adventure Biography Drama
Rumble Fish,Rumble Fish,0,1983,\N,94,Crime Drama Romance
Scarface,Scarface,0,1983,\N,170,Crime Drama
Silkwood,Silkwood,0,1983,\N,131,Biography Drama History
Tender Mercies,Tender Mercies,0,1983,\N,92,Drama Music
Terms of Endearment,Terms of Endearment,0,1983,\N,132,Comedy Drama
Trading Places,Trading Places,0,1983,\N,116,Comedy
Videodrome,Videodrome,0,1983,\N,87,Drama Horror Sci-Fi
The 4th Man,De vierde man,0,1983,\N,102,Drama Mystery Thriller
Confidentially Yours,Vivement dimanche !,0,1983,\N,110,Comedy Crime Mystery
WarGames,WarGames,0,1983,\N,114,Action Drama Sci-Fi
The Year of Living Dangerously,The Year of Living Dangerously,0,1982,\N,115,Drama Romance War
Zelig,Zelig,0,1983,\N,79,Comedy
Amadeus,Amadeus,0,1984,\N,160,Biography Drama Music
Balkan Spy,Balkanski spijun,0,1984,\N,95,Comedy Drama
Beverly Hills Cop,Beverly Hills Cop,0,1984,\N,105,Action Comedy Crime
Birdy,Birdy,0,1984,\N,120,Drama War
Blood Simple,Blood Simple,0,1984,\N,99,Crime Drama Thriller
Broadway Danny Rose,Broadway Danny Rose,0,1984,\N,84,Comedy
Ghostbusters,Ghostbusters,0,1984,\N,105,Action Comedy Fantasy
Gremlins,Gremlins,0,1984,\N,106,Comedy Fantasy Horror
Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,0,1984,\N,118,Action Adventure
Double Trouble,Non c'è due senza quattro,0,1984,\N,99,Action Comedy
The Karate Kid,The Karate Kid,0,1984,\N,126,Action Drama Family
Nausicaä of the Valley of the Wind,Kaze no tani no Naushika,0,1984,\N,117,Adventure Animation Sci-Fi
The Killing Fields,The Killing Fields,0,1984,\N,141,Biography Drama History
The Natural,The Natural,0,1984,\N,138,Drama Sport
A Nightmare on Elm Street,A Nightmare on Elm Street,0,1984,\N,91,Horror
Nothing Left to Do but Cry,Non ci resta che piangere,0,1984,\N,113,Comedy Fantasy
Once Upon a Time in America,Once Upon a Time in America,0,1984,\N,229,Crime Drama
"Paris, Texas","Paris, Texas",0,1984,\N,145,Drama
A Passage to India,A Passage to India,0,1984,\N,164,Adventure Drama History
Places in the Heart,Places in the Heart,0,1984,\N,111,Drama
Ronia: The Robber's Daughter,Ronja Rövardotter,0,1984,\N,126,Adventure Drama Family
Sexmission,Seksmisja,0,1984,\N,122,Adventure Comedy Sci-Fi
A Soldier's Story,A Soldier's Story,0,1984,\N,101,Crime Drama Mystery
Stop Making Sense,Stop Making Sense,0,1984,\N,88,Documentary Music
Stranger Than Paradise,Stranger Than Paradise,0,1984,\N,89,Comedy Drama
The Terminator,The Terminator,0,1984,\N,107,Action Adventure Sci-Fi
This Is Spinal Tap,This Is Spinal Tap,0,1984,\N,82,Comedy Music
Top Secret!,Top Secret!,0,1984,\N,90,Comedy Crime Music
The NeverEnding Story,The Neverending Story,0,1984,\N,102,Adventure Drama Family
What Have I Done to Deserve This?,¿Qué he hecho YO para merecer esto!!,0,1984,\N,101,Comedy Drama
After Hours,After Hours,0,1985,\N,97,Comedy Crime Drama
Back to the Future,Back to the Future,0,1985,\N,116,Adventure Comedy Sci-Fi
Better Off Dead,Better Off Dead...,0,1985,\N,97,Comedy Romance
Brazil,Brazil,0,1985,\N,132,Drama Sci-Fi Thriller
The Breakfast Club,The Breakfast Club,0,1985,\N,97,Comedy Drama
Clue,Clue,0,1985,\N,94,Comedy Crime Mystery
The Color Purple,The Color Purple,0,1985,\N,154,Drama
Day of the Dead,Day of the Dead,0,1985,\N,101,Horror Thriller
Desert Hearts,Desert Hearts,0,1985,\N,91,Drama Romance
Waiting for the Hearse,Esperando la carroza,0,1985,\N,94,Comedy
The Goonies,The Goonies,0,1985,\N,114,Adventure Comedy Family
The Official Story,La historia oficial,0,1985,\N,112,Drama History
Police Story,Ging chaat goo si,0,1985,\N,100,Action Comedy Crime
Kiss of the Spider Woman,Kiss of the Spider Woman,0,1985,\N,120,Drama
Mask,Mask,0,1985,\N,120,Biography Drama
Mishima: A Life in Four Chapters,Mishima: A Life in Four Chapters,0,1985,\N,120,Biography Drama
My Life as a Dog,Mitt liv som hund,0,1985,\N,101,Comedy Drama
When Father Was Away on Business,Otac na sluzbenom putu,0,1985,\N,136,Drama
Out of Africa,Out of Africa,0,1985,\N,161,Biography Drama Romance
Pale Rider,Pale Rider,0,1985,\N,115,Drama Western
The Purple Rose of Cairo,The Purple Rose of Cairo,0,1985,\N,82,Comedy Fantasy Romance
Ran,Ran,0,1985,\N,160,Action Drama War
Re-Animator,Re-Animator,0,1985,\N,84,Comedy Horror Sci-Fi
The Return of the Living Dead,The Return of the Living Dead,0,1985,\N,91,Comedy Horror Sci-Fi
Runaway Train,Runaway Train,0,1985,\N,111,Action Adventure Drama
Vagabond,Sans toit ni loi,0,1985,\N,105,Drama
Shoah,Shoah,0,1985,\N,566,Documentary History War
Silverado,Silverado,0,1985,\N,133,Action Crime Drama
To Live and Die in L.A.,To Live and Die in L.A.,0,1985,\N,116,Action Crime Drama
When the Wind Blows,When the Wind Blows,0,1986,\N,84,Animation Drama War
Witness,Witness,0,1985,\N,112,Drama Romance Thriller
A Zed & Two Noughts,A Zed & Two Noughts,0,1985,\N,115,Comedy Drama
Betty Blue,37°2 le matin,0,1986,\N,119,Drama Romance
84 Charing Cross Road,84 Charing Cross Road,0,1987,\N,100,Biography Drama Romance
Aliens,Aliens,0,1986,\N,137,Action Adventure Horror
Asterix in Britain,Astérix chez les Bretons,0,1986,\N,79,Adventure Animation Comedy
Big Trouble in Little China,Big Trouble in Little China,0,1986,\N,99,Action Adventure Comedy
Blue Velvet,Blue Velvet,0,1986,\N,120,Crime Drama Mystery
Children of a Lesser God,Children of a Lesser God,0,1986,\N,119,Drama Romance
Crossroads,Crossroads,0,1986,\N,99,Drama Music Mystery
Down by Law,Down by Law,0,1986,\N,107,Comedy Crime Drama
The Decline of the American Empire,Le déclin de l'empire américain,0,1986,\N,101,Comedy Drama
Ferris Bueller's Day Off,Ferris Bueller's Day Off,0,1986,\N,103,Comedy
The Fly,The Fly,0,1986,\N,96,Drama Horror Sci-Fi
The Great Mouse Detective,The Great Mouse Detective,0,1986,\N,74,Adventure Animation Family
Hannah and Her Sisters,Hannah and Her Sisters,0,1986,\N,107,Comedy Drama
The Hitcher,The Hitcher,0,1986,\N,97,Mystery Thriller
Hoosiers,Hoosiers,0,1986,\N,114,Drama Sport
Come and See,Idi i smotri,0,1985,\N,142,Drama Thriller War
Jean de Florette,Jean de Florette,0,1986,\N,120,Comedy Drama
Kin-dza-dza!,Kin-dza-dza!,0,1986,\N,135,Comedy Drama Sci-Fi
Labyrinth,Labyrinth,0,1986,\N,101,Adventure Family Fantasy
Little Shop of Horrors,Little Shop of Horrors,0,1986,\N,94,Comedy Horror Musical
Manhunter,Manhunter,0,1986,\N,120,Crime Mystery Thriller
Manon of the Spring,Manon des sources,0,1986,\N,113,Drama
Bad Blood,Mauvais sang,0,1986,\N,105,Crime Drama Romance
The Mission,The Mission,0,1986,\N,125,Adventure Drama History
Mona Lisa,Mona Lisa,0,1986,\N,104,Crime Drama Romance
The Name of the Rose,The Name of the Rose,0,1986,\N,130,Drama Mystery Thriller
The Sacrifice,Offret,0,1986,\N,149,Drama
Platoon,Platoon,0,1986,\N,120,Drama War
The Green Ray,Le rayon vert,0,1986,\N,99,Drama Romance
A Room with a View,A Room with a View,0,1985,\N,117,Drama Romance
Salvador,Salvador,0,1986,\N,122,Drama History Thriller
Stand by Me,Stand by Me,0,1986,\N,89,Adventure Comedy Drama
Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,0,1986,\N,119,Adventure Comedy Sci-Fi
Tampopo,Tanpopo,0,1985,\N,114,Comedy
Castle in the Sky,Tenkû no shiro Rapyuta,0,1986,\N,124,Adventure Animation Family
The Transformers: The Movie,The Transformers: The Movie,0,1986,\N,84,Action Adventure Animation
True Stories,True Stories,0,1986,\N,89,Comedy Musical
Shadows in Paradise,Varjoja paratiisissa,0,1986,\N,74,Comedy Drama Music
A Better Tomorrow,Ying hung boon sik,0,1986,\N,95,Action Crime Drama
Angel Heart,Angel Heart,0,1987,\N,113,Horror Mystery Thriller
Au Revoir les Enfants,Au revoir les enfants,0,1987,\N,104,Drama War
Babette's Feast,Babettes gæstebud,0,1987,\N,103,Drama
Barfly,Barfly,0,1987,\N,100,Comedy Drama Romance
The Brave Little Toaster,The Brave Little Toaster,0,1987,\N,90,Adventure Animation Family
Broadcast News,Broadcast News,0,1987,\N,133,Comedy Drama Romance
Cry Freedom,Cry Freedom,0,1987,\N,157,Biography Drama History
The Dead,The Dead,0,1987,\N,83,Drama
Dirty Dancing,Dirty Dancing,0,1987,\N,100,Drama Music Romance
Drowning by Numbers,Drowning by Numbers,0,1988,\N,118,Comedy Drama
Eddie Murphy: Raw,Eddie Murphy: Raw,0,1987,\N,93,Comedy Documentary
Empire of the Sun,Empire of the Sun,0,1987,\N,153,Drama War
Evil Dead II,Evil Dead II,0,1987,\N,84,Comedy Horror
Dragons Forever,Fei lung mang jeung,0,1988,\N,102,Action Comedy Romance
Full Metal Jacket,Full Metal Jacket,0,1987,\N,116,Drama War
"Good Morning, Vietnam","Good Morning, Vietnam",0,1987,\N,121,Biography Comedy Drama
Wings of Desire,Der Himmel über Berlin,0,1987,\N,128,Drama Fantasy Romance
Red Sorghum,Hong gao liang,0,1988,\N,91,Drama History Romance
Hope and Glory,Hope and Glory,0,1987,\N,113,Comedy Drama Romance
House of Games,House of Games,0,1987,\N,102,Crime Drama Thriller
Where Is the Friend's House?,Khane-ye doust kodjast?,0,1987,\N,83,Drama Family
The Last Emperor,The Last Emperor,0,1987,\N,163,Biography Drama History
Lethal Weapon,Lethal Weapon,0,1987,\N,109,Action Crime Thriller
Law of Desire,La ley del deseo,0,1987,\N,102,Comedy Drama Thriller
The Lost Boys,The Lost Boys,0,1987,\N,97,Comedy Horror
Matewan,Matewan,0,1987,\N,135,Drama History
Maurice,Maurice,0,1987,\N,140,Drama Romance
Moonstruck,Moonstruck,0,1987,\N,102,Comedy Drama Romance
Mr. India,Mr. India,0,1987,\N,179,Action Comedy Drama
Nayakan,Nayakan,0,1987,\N,145,Crime Drama
No Way Out,No Way Out,0,1987,\N,114,Action Crime Drama
Pelle the Conqueror,Pelle erobreren,0,1987,\N,157,Drama
"Planes, Trains & Automobiles","Planes, Trains & Automobiles",0,1987,\N,93,Comedy Drama
Predator,Predator,0,1987,\N,107,Action Adventure Horror
The Princess Bride,The Princess Bride,0,1987,\N,98,Adventure Comedy Family
Radio Days,Radio Days,0,1987,\N,88,Comedy
Raising Arizona,Raising Arizona,0,1987,\N,94,Comedy Crime
RoboCop,RoboCop,0,1987,\N,102,Action Crime Sci-Fi
A Chinese Ghost Story,Sien lui yau wan,0,1987,\N,98,Action Fantasy Horror
Spaceballs,Spaceballs,0,1987,\N,96,Adventure Comedy Sci-Fi
Stand and Deliver,Stand and Deliver,0,1988,\N,103,Biography Drama
Three O'Clock High,Three O'Clock High,0,1987,\N,101,Comedy
The Untouchables,The Untouchables,0,1987,\N,119,Crime Drama Thriller
Wall Street,Wall Street,0,1987,\N,126,Crime Drama
Withnail and I,Withnail & I,0,1987,\N,107,Comedy Drama
A Better Tomorrow II,Ying hung boon sik II,0,1987,\N,105,Action Crime Drama
The Accused,The Accused,0,1988,\N,111,Crime Drama
Akira,Akira,0,1988,\N,124,Animation Drama Fantasy
Another Woman,Another Woman,0,1988,\N,81,Drama
Ariel,Ariel,0,1988,\N,72,Comedy Crime Romance
The Beast of War,The Beast,0,1988,\N,111,Adventure Drama War
Beetlejuice,Beetlejuice,0,1988,\N,92,Comedy Fantasy
Big,Big,0,1988,\N,104,Comedy Drama Fantasy
Bird,Bird,0,1988,\N,161,Biography Drama Music
Camille Claudel,Camille Claudel,0,1988,\N,175,Biography Drama History
Coming to America,Coming to America,0,1988,\N,117,Comedy Romance
Dangerous Liaisons,Dangerous Liaisons,0,1988,\N,119,Drama Romance
Dead Ringers,Dead Ringers,0,1988,\N,116,Drama Horror Thriller
Die Hard,Die Hard,0,1988,\N,132,Action Thriller
Dirty Rotten Scoundrels,Dirty Rotten Scoundrels,0,1988,\N,110,Comedy Crime
Eight Men Out,Eight Men Out,0,1988,\N,119,Drama History Sport
A Fish Called Wanda,A Fish Called Wanda,0,1988,\N,108,Comedy Crime
The Big Blue,Le grand bleu,0,1988,\N,168,Adventure Drama Sport
Grave of the Fireflies,Hotaru no haka,0,1988,\N,88,Animation Drama War
Police Story 2,Ging chaat goo si juk jaap,0,1988,\N,101,Action Comedy Crime
A Short Film About Love,Krótki film o milosci,0,1988,\N,87,Drama Romance
A Short Film About Killing,Krótki film o zabijaniu,0,1988,\N,84,Crime Drama
The Land Before Time,The Land Before Time,0,1988,\N,69,Adventure Animation Drama
The Last Temptation of Christ,The Last Temptation of Christ,0,1988,\N,164,Drama
Midnight Run,Midnight Run,0,1988,\N,126,Action Comedy Crime
Mississippi Burning,Mississippi Burning,0,1988,\N,128,Crime Drama Mystery
Women on the Verge of a Nervous Breakdown,"Mujeres al borde de un ataque de ""nervios""",0,1988,\N,88,Comedy Drama
The Naked Gun: From the Files of Police Squad!,The Naked Gun: From the Files of Police Squad!,0,1988,\N,85,Comedy Crime
Alice,Neco z Alenky,0,1988,\N,86,Adventure Family Fantasy
Cinema Paradiso,Nuovo Cinema Paradiso,0,1988,\N,174,Drama Romance
The Bear,L'ours,0,1988,\N,96,Adventure Drama Family
Bagdad Cafe,Out of Rosenheim,0,1987,\N,95,Comedy Drama
Powaqqatsi,Powaqqatsi,0,1988,\N,99,Documentary Music
Qayamat Se Qayamat Tak,Qayamat Se Qayamat Tak,0,1988,\N,162,Drama Musical Romance
Rain Man,Rain Man,0,1988,\N,133,Drama
Running on Empty,Running on Empty,0,1988,\N,116,Crime Drama Music
Salaam Bombay!,Salaam Bombay!,0,1988,\N,113,Crime Drama
The Vanishing,Spoorloos,0,1988,\N,107,Mystery Thriller
Talk Radio,Talk Radio,0,1988,\N,110,Drama Thriller
They Live,They Live,0,1988,\N,94,Action Horror Sci-Fi
The Thin Blue Line,The Thin Blue Line,0,1988,\N,101,Crime Documentary
My Neighbor Totoro,Tonari no Totoro,0,1988,\N,86,Animation Comedy Family
Landscape in the Mist,Topio stin omihli,0,1988,\N,127,Drama
Torch Song Trilogy,Torch Song Trilogy,0,1988,\N,120,Comedy Drama Romance
The Unbearable Lightness of Being,The Unbearable Lightness of Being,0,1988,\N,171,Drama Romance
Who Framed Roger Rabbit,Who Framed Roger Rabbit,0,1988,\N,104,Adventure Animation Comedy
Willow,Willow,0,1988,\N,126,Action Adventure Drama
The Abyss,The Abyss,0,1989,\N,140,Adventure Drama Mystery
The Adventures of Baron Munchausen,The Adventures of Baron Munchausen,0,1988,\N,126,Adventure Comedy Fantasy
Back to the Future Part II,Back to the Future Part II,0,1989,\N,108,Adventure Comedy Sci-Fi
Batman,Batman,0,1989,\N,126,Action Adventure
Born on the Fourth of July,Born on the Fourth of July,0,1989,\N,145,Biography Drama War
Casualties of War,Casualties of War,0,1989,\N,113,Action Crime Drama
"The Cook, the Thief, His Wife & Her Lover","The Cook, the Thief, His Wife & Her Lover",0,1989,\N,124,Crime Drama
Crimes and Misdemeanors,Crimes and Misdemeanors,0,1989,\N,104,Comedy Drama
Dead Poets Society,Dead Poets Society,0,1989,\N,128,Comedy Drama
The Killer,Dip huet seung hung,0,1989,\N,111,Action Crime Drama
Do the Right Thing,Do the Right Thing,0,1989,\N,120,Comedy Drama
Time of the Gypsies,Dom za vesanje,0,1988,\N,142,Comedy Crime Drama
Driving Miss Daisy,Driving Miss Daisy,0,1989,\N,99,Comedy Drama
Drugstore Cowboy,Drugstore Cowboy,0,1989,\N,101,Crime Drama
Field of Dreams,Field of Dreams,0,1989,\N,107,Drama Family Fantasy
Glory,Glory,0,1989,\N,122,Biography Drama History
Heathers,Heathers,0,1988,\N,103,Comedy Crime
Henry V,Henry V,0,1989,\N,137,Biography Drama History
Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,0,1989,\N,127,Action Adventure
Jesus of Montreal,Jésus de Montréal,0,1989,\N,120,Drama Romance
Lean on Me,Lean on Me,0,1989,\N,108,Biography Drama
Lethal Weapon 2,Lethal Weapon 2,0,1989,\N,114,Action Crime Thriller
The Little Mermaid,The Little Mermaid,0,1989,\N,83,Adventure Animation Family
Kiki's Delivery Service,Majo no takkyûbin,0,1989,\N,103,Animation Family Fantasy
Major League,Major League,0,1989,\N,107,Comedy Sport
My Left Foot,My Left Foot: The Story of Christy Brown,0,1989,\N,103,Biography Drama
Mystery Train,Mystery Train,0,1989,\N,110,Comedy Crime Drama
National Lampoon's Christmas Vacation,National Lampoon's Christmas Vacation,0,1989,\N,97,Comedy
Parenthood,Parenthood,0,1989,\N,124,Comedy Drama
Roger & Me,Roger & Me,0,1989,\N,91,Documentary
Santa Sangre,Santa Sangre,0,1989,\N,123,Drama Horror Thriller
Say Anything,Say Anything...,0,1989,\N,100,Comedy Drama Romance
Shirley Valentine,Shirley Valentine,0,1989,\N,108,Comedy Drama Romance
The Seventh Continent,Der siebente Kontinent,0,1989,\N,108,Drama
Violent Cop,"Sono otoko, kyôbô ni tsuki",0,1989,\N,103,Action Crime Drama
Steel Magnolias,Steel Magnolias,0,1989,\N,117,Comedy Drama Romance
The Winter War,Talvisota,0,1989,\N,199,Drama History War
The Match Factory Girl,Tulitikkutehtaan tyttö,0,1990,\N,69,Comedy Crime Drama
Uncle Buck,Uncle Buck,0,1989,\N,100,Comedy
Don't Let Them Shoot the Kite,Uçurtmayi Vurmasinlar,0,1989,\N,90,Drama
When Harry Met Sally...,When Harry Met Sally...,0,1989,\N,95,Comedy Drama Romance
"Sex, Lies, and Videotape","Sex, Lies, and Videotape",0,1989,\N,100,Drama
Agneepath,Agneepath,0,1990,\N,174,Action Crime Drama
An Angel at My Table,An Angel at My Table,0,1990,\N,158,Biography Drama
Awakenings,Awakenings,0,1990,\N,121,Biography Drama
Back to the Future Part III,Back to the Future Part III,0,1990,\N,118,Adventure Comedy Sci-Fi
Cyrano de Bergerac,Cyrano de Bergerac,0,1990,\N,137,Comedy Drama History
Dances with Wolves,Dances with Wolves,0,1990,\N,181,Adventure Drama Western
Die Hard 2,Die Hard 2,0,1990,\N,124,Action Thriller
Bullet in the Head,Dip huet gai tau,0,1990,\N,136,Action Crime Drama
Edward Scissorhands,Edward Scissorhands,0,1990,\N,105,Drama Fantasy Romance
Armour of God 2: Operation Condor,Fei ying gai wak,0,1991,\N,80,Action Adventure Comedy
Ghost,Ghost,0,1990,\N,126,Drama Fantasy Romance
The Godfather Part III,The Godfather Part III,0,1990,\N,162,Crime Drama
Goodfellas,GoodFellas,0,1990,\N,145,Biography Crime Drama
Europa Europa,Europa Europa,0,1990,\N,112,Drama History War
Home Alone,Home Alone,0,1990,\N,103,Comedy Family
The Hunt for Red October,The Hunt for Red October,0,1990,\N,135,Action Adventure Thriller
I Hired a Contract Killer,I Hired a Contract Killer,0,1990,\N,79,Comedy Crime Drama
Jacob's Ladder,Jacob's Ladder,0,1990,\N,113,Drama Horror Mystery
Ju Dou,Ju Dou,0,1990,\N,95,Drama Romance
Life Is Sweet,Life Is Sweet,0,1990,\N,103,Comedy Drama
Maine Pyar Kiya,Maine Pyar Kiya,0,1989,\N,192,Drama Musical Romance
The Hairdresser's Husband,Le mari de la coiffeuse,0,1990,\N,82,Comedy Drama Romance
Metropolitan,Metropolitan,0,1989,\N,98,Comedy Drama Romance
Miller's Crossing,Miller's Crossing,0,1990,\N,115,Crime Drama Thriller
Misery,Misery,0,1990,\N,107,Drama Thriller
Music Box,Music Box,0,1989,\N,124,Crime Drama Thriller
Close-Up,Nema-ye nazdik,0,1990,\N,98,Biography Crime Drama
La Femme Nikita,Nikita,0,1990,\N,117,Action Crime Drama
Paris Is Burning,Paris Is Burning,0,1990,\N,78,Documentary
Pretty Woman,Pretty Woman,0,1990,\N,119,Comedy Romance
Pump Up the Volume,Pump Up the Volume,0,1990,\N,102,Comedy Drama Music
Reversal of Fortune,Reversal of Fortune,0,1990,\N,111,Biography Drama Mystery
Rosencrantz & Guildenstern Are Dead,Rosencrantz & Guildenstern Are Dead,0,1990,\N,117,Comedy Drama
State of Grace,State of Grace,0,1990,\N,134,Action Crime Drama
Total Recall,Total Recall,0,1990,\N,113,Action Adventure Sci-Fi
Tremors,Tremors,0,1990,\N,96,Comedy Horror
Wild at Heart,Wild at Heart,0,1990,\N,125,Crime Drama Thriller
Dreams,Yume,0,1990,\N,119,Drama Fantasy
Days of Being Wild,Ah fei jing juen,0,1990,\N,94,Crime Drama Romance
The Lovers on the Bridge,Les amants du Pont-Neuf,0,1991,\N,125,Drama Romance
Barton Fink,Barton Fink,0,1991,\N,116,Comedy Drama Thriller
Beauty and the Beast,Beauty and the Beast,0,1991,\N,84,Animation Family Fantasy
La belle noiseuse,La belle noiseuse,0,1991,\N,238,Drama
Black Robe,Black Robe,0,1991,\N,101,Adventure Drama War
Boyz n the Hood,Boyz n the Hood,0,1991,\N,112,Crime Drama
Cape Fear,Cape Fear,0,1991,\N,128,Crime Thriller
The Commitments,The Commitments,0,1991,\N,118,Comedy Drama Music
